t_s,px,py,pz,vn,ve,vd,qw,qx,qy,qz,bgx,bgy,bgz,bax,bay,baz,P_px,P_py,P_pz,P_vn,P_ve,P_vd,P_rn,P_re,P_rd,P_bgx,P_bgy,P_bgz,P_bax,P_bay,P_baz,innov_pn,innov_pe,innov_pd,innov_vn,innov_ve,innov_vd,S_pn,S_pe,S_pd,S_vn,S_ve,S_vd,rejected
37031.346,1545875.500000,5088041.000000,3510450.500000,-48.183041,5.181483,43.931885,0.052921,-0.064527,-0.602940,0.793410,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134113,0.130476,0.131170,0.000889,0.000529,0.000644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.353,1545875.500000,5088041.000000,3510450.000000,-48.240273,5.191525,43.975403,0.052927,-0.064405,-0.602744,0.793568,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134170,0.130525,0.131224,0.000890,0.000530,0.000645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.360,1545875.375000,5088040.500000,3510449.500000,-48.297745,5.201729,44.019051,0.052930,-0.064289,-0.602550,0.793725,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134226,0.130575,0.131279,0.000891,0.000530,0.000646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.367,1545875.375000,5088040.500000,3510449.000000,-48.354355,5.211428,44.062298,0.052933,-0.064175,-0.602357,0.793880,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134282,0.130623,0.131332,0.000892,0.000531,0.000647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.374,1545875.250000,5088040.500000,3510448.500000,-48.411823,5.221344,44.105946,0.052936,-0.064062,-0.602161,0.794038,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134339,0.130673,0.131387,0.000893,0.000531,0.000647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.382,1545875.250000,5088040.500000,3510448.250000,-48.469303,5.231651,44.149509,0.052943,-0.063940,-0.601969,0.794193,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134396,0.130723,0.131441,0.000894,0.000532,0.000648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.389,1545875.125000,5088040.500000,3510447.750000,-48.527580,5.241750,44.193893,0.052954,-0.063817,-0.601766,0.794356,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134454,0.130773,0.131497,0.000896,0.000532,0.000649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.396,1545875.125000,5088040.500000,3510447.250000,-48.585190,5.251960,44.237648,0.052961,-0.063694,-0.601573,0.794511,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134511,0.130823,0.131551,0.000897,0.000533,0.000650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.403,1545875.000000,5088040.500000,3510446.750000,-48.643127,5.262156,44.282188,0.052975,-0.063570,-0.601379,0.794667,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134569,0.130873,0.131607,0.000898,0.000533,0.000651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.410,1545875.000000,5088040.500000,3510446.250000,-48.699501,5.271943,44.325565,0.052987,-0.063458,-0.601184,0.794823,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134626,0.130922,0.131661,0.000899,0.000534,0.000651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.418,1545874.875000,5088040.500000,3510445.750000,-48.756966,5.281936,44.369362,0.052995,-0.063338,-0.600987,0.794981,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134683,0.130972,0.131716,0.000900,0.000534,0.000652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.425,1545874.875000,5088040.000000,3510445.250000,-48.814438,5.291903,44.413052,0.052999,-0.063221,-0.600785,0.795142,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134741,0.131022,0.131771,0.000901,0.000535,0.000653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.432,1545874.875000,5088040.000000,3510444.750000,-48.871906,5.301646,44.457230,0.053007,-0.063095,-0.600591,0.795299,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134799,0.131072,0.131826,0.000902,0.000536,0.000654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.439,1545874.750000,5088040.000000,3510444.500000,-48.929379,5.311725,44.501472,0.053010,-0.062971,-0.600391,0.795459,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134857,0.131123,0.131881,0.000903,0.000536,0.000654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.446,1545874.750000,5088040.000000,3510444.000000,-48.986855,5.321564,44.545395,0.053014,-0.062846,-0.600191,0.795619,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134915,0.131173,0.131936,0.000904,0.000537,0.000655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.454,1545874.625000,5088040.000000,3510443.500000,-49.044128,5.331666,44.589600,0.053023,-0.062724,-0.599987,0.795782,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.134973,0.131223,0.131992,0.000906,0.000537,0.000656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.461,1545874.625000,5088040.000000,3510443.000000,-49.100723,5.341450,44.633251,0.053035,-0.062603,-0.599795,0.795936,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135030,0.131273,0.132046,0.000907,0.000538,0.000657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.468,1545874.500000,5088040.000000,3510442.500000,-49.158295,5.351442,44.677406,0.053040,-0.062479,-0.599602,0.796091,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135088,0.131323,0.132102,0.000908,0.000538,0.000657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.475,1545874.500000,5088040.000000,3510442.000000,-49.215893,5.361778,44.721573,0.053047,-0.062364,-0.599405,0.796248,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135146,0.131373,0.132157,0.000909,0.000539,0.000658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.482,1545874.375000,5088040.000000,3510441.500000,-49.273575,5.371872,44.765587,0.053056,-0.062244,-0.599208,0.796405,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135205,0.131424,0.132213,0.000910,0.000539,0.000659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.490,1545874.375000,5088039.500000,3510441.000000,-49.331219,5.381883,44.809933,0.053062,-0.062127,-0.599015,0.796559,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135263,0.131474,0.132269,0.000911,0.000540,0.000660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.497,1545874.250000,5088039.500000,3510440.500000,-49.389584,5.392000,44.854809,0.053062,-0.062005,-0.598817,0.796717,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135323,0.131526,0.132325,0.000912,0.000540,0.000661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.504,1545874.250000,5088039.500000,3510440.250000,-49.447121,5.402478,44.899063,0.053068,-0.061886,-0.598616,0.796877,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135382,0.131576,0.132381,0.000914,0.000541,0.000661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.511,1545874.125000,5088039.500000,3510439.750000,-49.503468,5.412414,44.942688,0.053068,-0.061769,-0.598417,0.797036,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135440,0.131626,0.132436,0.000915,0.000541,0.000662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.518,1545874.125000,5088039.500000,3510439.250000,-49.560692,5.422527,44.987175,0.053068,-0.061642,-0.598226,0.797189,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135499,0.131677,0.132492,0.000916,0.000542,0.000663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.526,1545874.125000,5088039.500000,3510438.750000,-49.618202,5.432791,45.031776,0.053077,-0.061515,-0.598031,0.797344,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135558,0.131728,0.132548,0.000917,0.000542,0.000664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.533,1545874.000000,5088039.500000,3510438.250000,-49.676441,5.443039,45.076935,0.053082,-0.061397,-0.597828,0.797505,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135618,0.131780,0.132605,0.000918,0.000543,0.000664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.540,1545874.000000,5088039.500000,3510437.750000,-49.734077,5.453248,45.121544,0.053087,-0.061272,-0.597627,0.797665,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135677,0.131831,0.132662,0.000919,0.000543,0.000665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.547,1545873.875000,5088039.000000,3510437.250000,-49.791794,5.463484,45.166080,0.053092,-0.061155,-0.597427,0.797824,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135736,0.131882,0.132718,0.000920,0.000544,0.000666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.554,1545873.875000,5088039.000000,3510436.750000,-49.849445,5.473692,45.210636,0.053096,-0.061030,-0.597232,0.797979,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135796,0.131933,0.132775,0.000922,0.000545,0.000667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.562,1545873.750000,5088039.000000,3510436.250000,-49.906723,5.483872,45.255371,0.053105,-0.060905,-0.597030,0.798139,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135856,0.131984,0.132831,0.000923,0.000545,0.000668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.569,1545873.750000,5088039.000000,3510435.750000,-49.964619,5.494245,45.300167,0.053115,-0.060784,-0.596833,0.798295,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135915,0.132036,0.132888,0.000924,0.000546,0.000668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.576,1545873.625000,5088039.000000,3510435.250000,-50.022171,5.504284,45.345215,0.053120,-0.060664,-0.596637,0.798450,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.135975,0.132087,0.132944,0.000925,0.000546,0.000669,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.583,1545873.625000,5088039.000000,3510434.750000,-50.080055,5.514585,45.389816,0.053129,-0.060541,-0.596436,0.798609,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136035,0.132138,0.133001,0.000926,0.000547,0.000670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.590,1545873.500000,5088039.000000,3510434.500000,-50.137074,5.524495,45.433807,0.053139,-0.060423,-0.596244,0.798760,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136094,0.132189,0.133057,0.000927,0.000547,0.000671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.598,1545873.500000,5088039.000000,3510434.000000,-50.195126,5.534486,45.478531,0.053146,-0.060301,-0.596051,0.798913,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136154,0.132241,0.133114,0.000928,0.000548,0.000671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.605,1545873.375000,5088039.000000,3510433.500000,-50.253929,5.544938,45.523781,0.053146,-0.060177,-0.595850,0.799072,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136216,0.132293,0.133172,0.000930,0.000548,0.000672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.612,1545873.375000,5088038.500000,3510433.000000,-50.310707,5.555082,45.568165,0.053155,-0.060056,-0.595650,0.799231,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136275,0.132344,0.133228,0.000931,0.000549,0.000673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.619,1545873.250000,5088038.500000,3510432.500000,-50.368366,5.565293,45.612690,0.053157,-0.059936,-0.595454,0.799385,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136336,0.132395,0.133285,0.000932,0.000549,0.000674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.626,1545873.250000,5088038.500000,3510432.000000,-50.426067,5.575405,45.657570,0.053162,-0.059812,-0.595263,0.799536,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136396,0.132447,0.133343,0.000933,0.000550,0.000675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.633,1545873.125000,5088038.500000,3510431.500000,-50.482868,5.585352,45.701923,0.053159,-0.059698,-0.595075,0.799685,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136456,0.132498,0.133399,0.000934,0.000550,0.000675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.641,1545873.125000,5088038.500000,3510431.000000,-50.540569,5.595743,45.746857,0.053167,-0.059576,-0.594882,0.799837,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136517,0.132550,0.133457,0.000935,0.000551,0.000676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.648,1545873.125000,5088038.500000,3510430.500000,-50.598309,5.606440,45.791584,0.053173,-0.059458,-0.594685,0.799992,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136578,0.132602,0.133514,0.000937,0.000552,0.000677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.655,1545873.000000,5088038.500000,3510430.000000,-50.655094,5.616462,45.835922,0.053178,-0.059340,-0.594488,0.800147,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136638,0.132654,0.133571,0.000938,0.000552,0.000678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.662,1545873.000000,5088038.500000,3510429.500000,-50.713211,5.626620,45.880974,0.053187,-0.059219,-0.594292,0.800301,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136699,0.132706,0.133629,0.000939,0.000553,0.000679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.669,1545872.875000,5088038.500000,3510429.000000,-50.771103,5.636930,45.925808,0.053199,-0.059101,-0.594098,0.800453,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136760,0.132758,0.133686,0.000940,0.000553,0.000679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.676,1545872.875000,5088038.000000,3510428.500000,-50.827969,5.647180,45.970161,0.053199,-0.058989,-0.593906,0.800603,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136821,0.132809,0.133743,0.000941,0.000554,0.000680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.684,1545872.750000,5088038.000000,3510428.000000,-50.886108,5.657484,46.015457,0.053198,-0.058870,-0.593706,0.800760,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136882,0.132862,0.133801,0.000942,0.000554,0.000681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.691,1545872.750000,5088038.000000,3510427.500000,-50.943451,5.667734,46.059944,0.053205,-0.058750,-0.593506,0.800917,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.136943,0.132913,0.133859,0.000944,0.000555,0.000682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.698,1545872.625000,5088038.000000,3510427.250000,-51.000946,5.677716,46.105522,0.053208,-0.058636,-0.593308,0.801072,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.137004,0.132966,0.133917,0.000945,0.000555,0.000682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.761,1545872.125000,5088037.500000,3510422.750000,-51.507908,5.768571,46.502007,0.053263,-0.057586,-0.591578,0.802423,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.137549,0.133427,0.134428,0.000955,0.000560,0.000689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.768,1545872.000000,5088037.500000,3510422.250000,-51.565826,5.778935,46.547550,0.053268,-0.057461,-0.591383,0.802575,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.137611,0.133480,0.134487,0.000956,0.000561,0.000690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.775,1545872.000000,5088037.500000,3510421.750000,-51.623138,5.789428,46.592514,0.053285,-0.057341,-0.591187,0.802727,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.137673,0.133533,0.134546,0.000957,0.000561,0.000691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.782,1545871.875000,5088037.500000,3510421.250000,-51.681267,5.800134,46.637993,0.053287,-0.057211,-0.590992,0.802879,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.137736,0.133586,0.134605,0.000959,0.000562,0.000692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.790,1545871.875000,5088037.500000,3510420.750000,-51.739475,5.810583,46.683315,0.053287,-0.057089,-0.590795,0.803034,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.137799,0.133639,0.134664,0.000960,0.000562,0.000693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.797,1545871.750000,5088037.000000,3510420.250000,-51.796684,5.820857,46.728512,0.053296,-0.056966,-0.590594,0.803189,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.137862,0.133692,0.134722,0.000961,0.000563,0.000693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.804,1545871.750000,5088037.000000,3510419.750000,-51.854847,5.831393,46.774025,0.053295,-0.056842,-0.590395,0.803345,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.137925,0.133745,0.134782,0.000962,0.000563,0.000694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
37031.811,1545871.625000,5088037.000000,3510419.250000,-51.913132,5.841516,46.819641,0.053311,-0.056720,-0.590202,0.803494,0.008877,0.003772,-0.000568,-0.358764,-2.489049,-1.717950,0.137989,0.133799,0.134841,0.000963,0.000564,0.000695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000004,0.000003,65.692879,265.964722,96.810944,8.301050,9.073407,68.075638,6.388103,6.383980,6.384947,0.010965,0.010556,0.010683,0
